Topic,Count,Name,Representation,Representative_Docs
118,37,118_entitypy_entity_entities_climatepy,"['entitypy', 'entity', 'entities', 'climatepy', 'ecowittentity', 'subclass', 'climate', 'classes', 'py', 'namespace']","[""I would move EcowittEntity to a separate module. Should this one really be in a separate file, the base entity in this case is so simple. Is the preferred structure now to have a separate file? It's not compulsory, but it seems to always start off simple - and then somehow just seems to grow as we add platforms or features... (I have to say that attr and EntityDescription have helped quite a bit with that) It's common practice to put base entity definitions in init .py . I think this is okay."", 'Is it allowed to have multiple classes in a subfolder? Here we just have 3 classes (base, awning, vertical), however later on for climate devices we will have 10 implementations. Could it be that Error: homeassistant components overkiz cover entities vertical cover.py:42: error: Class cannot subclass ""OverkizGenericCover"" (has type ""Any"") [misc] is related to this? Try adding an init .py in the subfolder', ""This code looks very similar to async set ac state property in climate.py . In a future PR it would be good to make it a bit more DRY (maybe add a base class for them to share) and reuse your new exception constant there. As also more service calls will be added that sounds like a good idea. Probably will make it when I'm going to make a base class for the entities. But then this PR needs to go in first.""]"
119,37,119_coverage_coveragerc_covered_covering,"['coverage', 'coveragerc', 'covered', 'covering', 'missing', 'cover', 'incomplete', 'exclude', 'bug', 'uncovered']","['Missing coverage here', 'Missing coverage', 'Missing coverage here']"
120,37,120_r892030842_r821453593_r821451935_r1083345302,"['r892030842', 'r821453593', 'r821451935', 'r1083345302', 'r841228316', 'r901160347', 'r1015786246', 'r887550614', 'r805184684', 'r872898333']","['r892030842', 'r892030842', 'r892030842']"
121,36,121_does_works_body_work,"['does', 'works', 'body', 'work', 'watchdog', 'whats', 'difference', 'case', '', '']","['What does this do?', 'What does this do?', 'What does this do?']"
122,36,122_loggerexception_exception_logging_debugging,"['loggerexception', 'exception', 'logging', 'debugging', 'debug', 'exceptions', 'logs', 'log', 'trace', 'error']","[""For unknown error I'd log the exception stack trace at debug level. Pass exc info True in the debug log call."", ""If we're raising an exception we shouldn't also log the stack trace. Include the log message in the exception argument instead."", ""Why log the exception stack trace here? It's an expected exception and no need to log stack.""]"
123,35,123_casttypet_casting_casts_caststr,"['casttypet', 'casting', 'casts', 'caststr', 'cast', 'typevar', 'type', 'generic', 'typed', 'instantiate']","['added the import for cast too', 'This needs to be cast', 'We should probably cast here instead']"
124,35,124_timeout_timeouts_timeouterror_seconds,"['timeout', 'timeouts', 'timeouterror', 'seconds', 'minutes', '10ms', '100ms', 'exits', 'unavailable', 'patience']","['What is this timeout exactly? This is the timeout period used for device communication.If the device does not return data within this timeout period, an exception will be thrown.', 'Does this method have a built-in timeout? If not: wrap in a timeout. If so: how does the timeout communicated ? Added timeout in the lib', 'What about a timeout ?']"
125,35,125_coroutine_coroutines_coroutineany_callback,"['coroutine', 'coroutines', 'coroutineany', 'callback', 'await', 'awaitable', 'callbacks', 'async', 'awaitabledevice', 'awaitablenone']","[""A coroutine function can't be a callback. If we don't need to await inside this can just be a callback."", 'A coroutine function is not a callback.', 'A coroutine function is never a callback.']"
126,35,126_docstring_docstrings_stale_romybinarysensor,"['docstring', 'docstrings', 'stale', 'romybinarysensor', 'issue', 'fix', 'initialize', 'just', 'romysensor', 'changed']","['stale docstring Done', 'stale docstring done in', 'Stale docstring?']"
127,35,127_line_newline_lines_blank,"['line', 'newline', 'lines', 'blank', 'formatting', 'oneliner', 'end', 'remove', 'code', 'missing']","['blank new line at the end', 'this line and the next must be removed', 'Remove empty line.']"
